#,,,,,,
# The Tor Project,,,,,,
#,,,,,,
# URL: https://metrics.torproject.org/torperf.csv?start=2017-06-01&end=2017-06-01&source=op-hk&server=onion&filesize=50kb,,,,,,
#,,,,,,
date,filesize,source,server,q1,md,q3
6/1/2017,51200,op-hk,onion,5.03,5.42,6
