#
# The Tor Project
#
# URL: https://metrics.torproject.org/userstats-relay-country.csv?start=2017-06-01&end=2017-06-01&country=ir&events=off
#
date,country,users,lower,upper,frac
2017-06-01,ir,4618,3924,5669,92
