#
# The Tor Project
#
# URL: https://metrics.torproject.org/userstats-relay-country.csv?start=2017-06-01&end=2017-06-01&country=tr&events=off
#
date,country,users,lower,upper,frac
2017-06-01,tr,4256,3477,5052,92
