#
# The Tor Project
#
# URL: https://metrics.torproject.org/userstats-relay-country.csv?start=2017-06-01&end=2017-06-01&country=in&events=off
#
date,country,users,lower,upper,frac
2017-06-01,in,22118,17822,24388,92
