#
# The Tor Project
#
# URL: https://metrics.torproject.org/userstats-relay-country.csv?start=2017-06-01&end=2017-06-01&country=cn&events=off
#
date,country,users,lower,upper,frac
2017-06-01,cn,1543,1257,1958,92
