#
# The Tor Project
#
# URL: https://metrics.torproject.org/userstats-relay-country.csv?start=2017-06-01&end=2017-06-01&country=by&events=off
#
date,country,users,lower,upper,frac
2017-06-01,by,3393,2686,3961,92
