#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-06-01&end=2017-06-01&country=all,,,
#,,,
date,country,users,frac
6/1/2017,,72892,56
