#,,,,,,
# The Tor Project,,,,,,
#,,,,,,
# URL: https://metrics.torproject.org/torperf.csv?start=2017-06-01&end=2017-06-01&source=op-hk&server=onion&filesize=5mb,,,,,,
#,,,,,,
date,filesize,source,server,q1,md,q3
6/1/2017,5242880,op-hk,onion,27.163,30.92,32.66
